	Job Title	Salary Estimate	Job Description	Rating	Company Name	Location	Size	Founded	Type of ownership	Industry	Sector	Revenue	Compensation_and_Benefits	Culture_and_Values	Career_Opportunities	Work_Life_Balance
239	Senior Data Scientist - Defense & Intelligence	$40K - $91K (Glassdoor est.)	"Senior Data Scientist - Defense & Intelligence
On-site location: Fort Meade, MD
Home office: Linthicum, MD
Elder Research Inc. is a recognized leader in predictive analytics and data mining. We pride ourselves in our ability to find creative, cutting edge solutions to real-world problems. We are looking for innovative and inquisitive self-starters who enjoy translating complex models into actionable solutions that deliver real value for our clients. We have multiple openings in the Northern Virginia-Washington Metropolitan area for analytics and data science professionals to support our Defense & Intelligence business."	3.8	"Elder Research Inc
4.2"	Fort Meade, MD	51 to 200 Employees	1995	Company - Private	Consulting	Business Services	$5 to $10 million (USD)	3.3 	4.2 	3.5	4.7
240	Machine Learning Data Scientist (12+ Month Contract) (2+ years Experience) (W2 Only)	$30K - $53K (Glassdoor est.)	"Refer a friend: Referral fee program

Machine Learning Data Scientist (12+ Month Contract)
Location: Princeton, NJ - The candidate must be able to work onsite once the WFH policy is lifted, so local is preferred.
Rate: 80- 84hr. W2 Only - No C2C Option

Will look at Advanced candidates if willing to be hands on - this is not a team leadership role
Python (3+ years)
Deep Learning with PyTorch and/or Tensorflow (1+ years)
Training and evaluating NLP / NLU / Computational Linguistics models (1+ years)
Preferred:

Description: The machine learning data scientist is an individual contributor who works alongside the Artificial Intelligence Data and Technology Lab (ADTL) at Client (Client) Company. As an individual contributor you will help us employ AI services to solve real-world problems and help Client become an AI-enabled company. Your contributions will impact Client's technical ability to extract knowledge and insights from unstructured data. An entrepreneurial, start-up approach and willingness to take end-to-end ownership are key, as is the ability to collaborate and communicate with ADTL team members and key business stakeholders across the enterprise.

As a partner with the ADTL team you will:

Qualifications:

Preferred Qualifications:"	5.0	"Career Developers
5.0"	Princeton, NJ	1 to 50 Employees	-1	Company - Private	Staffing & Outsourcing	Business Services	Less than $1 million (USD)	5.0 	5.0 	5.0	5.0
241	Principal Data Scientist - Marketing Measurement & Attribution	$30K - $53K (Glassdoor est.)	"Principal Data Scientist, Marketing Measurement & Attribution
Global E-Commerce Company
$130,000-$160,000
New York, New York
Are you an experienced Data Scientist solving real-world problems that have significant commercial Impact? If so, then this role at a global E-Commerce Company is for you! Their use of advanced data models in order to guide their business decisions is just one way in which you can make an impact."	5.0	"Harnham
3.8"	New York, NY	51 to 200 Employees	2006	Company - Private	Staffing & Outsourcing	Business Services	$25 to $50 million (USD)	3.3 	4.0 	3.9	3.0
242	Research Scientist, Translational Medicine	$30K - $53K (Glassdoor est.)	"Prelude Therapeutics is currently seeking a highly motivated Research Scientist to join our Translational Medicine group. Prelude is an early-stage biotechnology company founded by proven scientists in cancer drug development. Our research is focused on developing highly selective and differentiated small molecule therapeutic agents targeting novel pathways for the treatment of cancer and rare diseases.
Prelude offers a vibrant and collegial work environment and excellent career growth opportunities. Prelude is ideally located within 25 minutes from the Philadelphia International Airport at the Delaware Innovation Space, an emerging research campus in the DuPont Experimental Station.
Responsibilities and Duties:"	5.0	Prelude Therapeutics Incorporated	Wilmington, DE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
243	Analytical Method Development and Validation Scientist	$30K - $53K (Glassdoor est.)	"· Develop and validate analytical methods for testing of OTC drug products and raw materials by means of various procedures including HPLC, GC, UV/Vis, and titration.
· Possess competency with equipment software programs such as TotalChrom and OpenLab.
· Operate and maintain laboratory equipment, understand principles (theory) of laboratory instrumentation
· Understand and perform calculations as required by test methods (some derivation of equations may be required)
· Perform laboratory operations with high degree of accuracy and precision"	5.0	Confidential Manufacturing	Daytona Beach, FL	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
244	Lead Data Analyst	$30K - $53K (Glassdoor est.)	"Job Title
Lead Data Analyst
Agency
Texas A&M University
Department
Academic Affairs Recruiting Office
Proposed Minimum Salary
Commensurate
College Station, Texas
Staff"	5.0	"Texas A&M University
4.4"	College Station, TX	10000+ Employees	1871	College / University	Colleges & Universities	Education	Unknown / Non-Applicable	3.7 	4.2 	3.9	4.0
245	Quantitative Researcher, Portfolio Analytics - Enterprise Products	$30K - $53K (Glassdoor est.)	"Bloomberg""s Portfolio Analytics Research group is responsible for the development of quantitative models for the analysis of portfolio risk and performance. Our team is committed to delivering industry-leading quantitative models for portfolio analysis. These models are used by many of the largest and most sophisticated investors across the globe. We value teamwork and are dedicated to fostering a collaborative and vibrant research culture with a commitment to excellence.

Bloomberg is seeking an exceptional candidate to join our Portfolio Analytics Research team. The role encompasses researching all aspects of portfolio analytics, including: factor modeling, volatility forecasting, risk attribution, performance attribution, scenario analysis, tail-risk estimation, and portfolio optimization.







Apply if you think we're a good match. We'll get in touch to let you know what the next steps are, but in the meantime feel free to have a look at this: https://www.bloomberg.com/company/

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status"	5.0	"Bloomberg
4.1"	San Francisco, CA	10000+ Employees	1981	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Applicable	4.1 	4.1 	3.7	3.9
246	Data Scientist	$30K - $53K (Glassdoor est.)	"Are you a Data Scientist that likes to perform research-level data analytics willing at our customer sites in the National Capital Region to support ongoing and future programs to advance the state of the art in research and advanced machine learning and data fusion applications in the areas of mission-focused big data analytics and predictive analytics? You will be designing and optimizing a Data Science platform to advance national security objectives, produce and analyze results, disseminate findings, and contribute to publications and presentations with actionable intelligence insights. Exciting right!!
Fun stuff on the job you will do:
Work closely with software developers, network engineers, senior investigators, OSINT practitioners, program managers, researchers, and data analysts on small teams to design and deliver data science workflows, to produce and analyze results of OSINT collections, disseminate findings, and contribute to publications and presentations




Eligible
No
Top Secret
Yes, 10% of the time
40
Day
Professional
Data Scientist"	5.0	"Leidos
3.8"	Washington, DC	10000+ Employees	1969	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion (USD)	3.7 	3.7 	3.6	3.9
247	Data Analyst	$30K - $53K (Glassdoor est.)	"Please do not apply through Indeed.
The only way you will be considered is if you follow the link at the bottom of the page and take a very short quiz.
What are we looking for?
We are looking for an Analyst seeking to work with our clients to shape business and data strategy. You are highly analytical and excited about applying a quantitative framework to business problems through performing complex analysis, data mining, predictive modeling, business forecasting, applied statistics, and more. You are comfortable with presenting your approach to Product Manager, Engineers, Marketing, Sales, Finance and working with them to execute a data-driven business process. At Raybeam, we pride ourselves on our pragmatic, engineering approach to making data work for the business."	5.0	"Raybeam, Inc.
4.8"	Newburyport, MA	51 to 200 Employees	1997	Company - Private	Consulting	Business Services	Unknown / Non-Applicable	4.1 	4.5 	4.5	4.3
248	Data Engineer	$30K - $53K (Glassdoor est.)	"About Clutch:
Clutch is a cutting edge technology company providing CDP, Loyalty, & Stored Value services to merchants across the world. Our teams build tools to automate the merchant’s customer life cycle; starting with the transaction engine & ending with extraordinary program analytics, marketing consultation & communication via Email, Direct Mail & Mobile.
Description:
Clutch is looking for an experienced & highly talented Data Engineer to join our growing company. In this role you will work closely with our data science, engineering, product, and business teams to architect & implement data manipulation, transformation & aggregation technologies as well as optimize existing data engineering capabilities throughout the Clutch ecosystem."	5.0	Clutch Holdings, LLC	Ambler, PA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
249	Data Scientist -- Senior	$30K - $53K (Glassdoor est.)	"A Senior Data Scientist at Amobee is responsible for the collection, verification and cleaning of data that is generated by the company or provided by our partners to meet our business needs. The Senior Data Scientist is also responsible for creating and executing of research agendas in the fields of natural language processing, audience analytics and bid optimization, as well as the delivery of statistically valid solutions for implementation and deployment by our engineering teams. Additionally, the Senior Data Scientist is responsible for identifying and advising the company about the viability of new potential projects and about the value of potential data partnerships.

Responsibilities"	5.0	"Amobee
3.8"	Baltimore, MD	501 to 1000 Employees	2005	Company - Private	Advertising & Marketing	Business Services	$500 million to $1 billion (USD)	3.8 	3.9 	3.5	3.8
250	Cloud Data Engineer	$30K - $53K (Glassdoor est.)	"Who We Are!
At Maven Wave, we are relentless in hiring the industry's top talent. Each employee is hand-picked not only for their skills, but for their personality and broad expertise. We are looking for this rare combination of talent that sets us apart in the industry.
Maven Wave helps leading companies make the shift to digital and shorten the fuse to innovation. We combine the expertise of top-tier consulting with the agility of a cutting-edge technology firm. This multidisciplinary blend of skills allows us to create unique digital advantages for our clients. Maven Wave's digital solutions are agile, mobile, rooted in analytics, and built in the cloud.

Help us build data driven cloud solutions."	5.0	"Maven Wave
4.6"	Illinois	201 to 500 Employees	2008	Company - Private	Consulting	Business Services	$50 to $100 million (USD)	3.7 	4.5 	4.3	3.9
251	Data Scientist/Machine Learning Engineer	$30K - $53K (Glassdoor est.)	"Specific Team Context
We are the global Finance analytics team, located primarily in Houston, TX and Bangalore, India. We design, develop and deploy production solutions to facilitate various Finance, Accounting, Planning, and Business Operations inside of HP. Our team has a mixture of disciplines ranging from Statisticians, Economists, Finance, Engineers, Front-end, Back-end, and visualization developers. HP is currently going through enterprise-scale transformation initiatives that heavily relies upon a data-driven culture. Our current focus for the coming year will be heavily forecast-related. Our team is flexible, dynamic, hungry, and humble; we are excited to find like-minded individuals!
Applies advanced subject matter knowledge to solve complex business issues and is regarded as a subject matter expert. Frequently contributes to the development of new ideas and methods. Works on complex problems where analysis of situations or data requires an in-depth evaluation of multiple factors. Leads and/or provides expertise to functional project teams and may participate in cross-functional initiatives. Acts as an expert providing direction and guidance to process improvements and establishing policies. Frequently represents the organization to internal customers/clients. Exercises significant independent judgment within broadly defined policies and practices to determine best method for accomplishing work and achieving objectives. May provide mentoring and guidance to lower level employees."	5.0	"HP
4.2"	Spring, TX	10000+ Employees	1939	Company - Public	Computer Hardware & Software	Information Technology	Unknown / Non-Applicable	3.7 	4.3 	3.7	4.1
252	Data Scientist	$30K - $53K (Glassdoor est.)	"Job Description
We're looking for an advanced mathematician who has the ability to think in entirely new ways. This person should be excited to solve complex problems by applying the combination of a deep mathematics background with intuition and the feedback of experts in the field.
The successful mathematician at Event Dynamic will utilize strong problem-solving skills, significant programming experience, and business analytics to solve real-world dynamic pricing problems at scale. This role will be highly involved in the development of the core AI-driven pricing product and will be expected to make key business decisions on complex real-world problems. This position will interface with the subject matter experts and machine learning team to communicate business impacts of technical decisions."	5.0	Event Dynamic	Dallas, TX	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
253	Principal Research Scientist –Sickle Cell Disease, Hematology	$30K - $53K (Glassdoor est.)	"Sickle cell disease (SCD) is the most common genetic hematological disorder, accounting for over 305000 births in 2010, with millions of people currently affected across the globe, the majority in low and middle income countries. The condition can cause extreme pain, life-threatening infections and other complications such as stroke or loss of vision. The disease can interfere with many aspects of the patient’s life, including education, employment and psychosocial development resulting in significant socio-economic impact.

Do you want to be part of early drug discovery projects that can ultimately affect the treatment for Sickle Cell Disease that would have the ability to be accessible to all patients?

The Novartis Institutes for Biomedical Research (NIBR) is the innovation engine of Novartis, focusing on leveraging the breadth of innovation and novel modalities in the development of breakthrough therapies for patients. The exploratory Disease Area X (DAx) department at NIBR is looking for a highly motivated PhD-level Principal Scientist to develop innovative, transformative, in vivo therapies for Sickle Cell Disease. DAx is a highly dynamic and collaborative drug discovery department that interfaces innovative biology, genetic engineering, gene and cell therapy platforms, genome analysis, different modalities with pre-clinical development and translational medicine.



Your responsibilities include, but are not limited to:






What You'll Bring to the Role:





Desirable Requirements:



Why Consider Novartis?

799 million. That’s how many lives our products touched in 2019. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis! Join us and help reimagine medicine.

Commitment to Diversity & Inclusion:

Novartis embraces diversity, equal opportunity and inclusion. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration and empowers our people to unleash their full potential.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity or expression, marital or veteran status, disability, or any other legally protected status. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration and empowers our people to unleash their full potential."	5.0	"Novartis
4.2"	Cambridge, MA	10000+ Employees	1996	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion (USD)	4.1 	4.2 	3.8	3.9
254	Principal/Sr. Principal Data Scientist	$30K - $53K (Glassdoor est.)	"Category: Research and Sciences
Location: Herndon, Virginia
US Citizenship Required for this Position: Yes
Clearance Type: Polygraph
Telecommute: No –Teleworking not available for this position
Shift: 1st Shift
Travel Required: No
Positions Available: 1"	5.0	"Northrop Grumman
4.0"	Herndon, VA	10000+ Employees	1939	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion (USD)	3.9 	3.8 	3.9	3.9
255	Scientist, Analytical & Formulation Development	$30K - $53K (Glassdoor est.)	"Sutro has a unique capability that enables new molecular entities to be designed using a hybrid of synthetic and recombinant technologies to create best in class therapeutics in the oncology and auto-immune disease space. Our portfolio includes antibody-drug conjugates, bispecific antibodies, cytokine derivatives and other novel immuno-stimulatory approaches.

Sutro Biopharma, Inc. is looking for a Scientist to join our Analytical Development group to support mass spectrometry and chromatography assay development for monoclonal antibodies, bispecific antibodies, cytokines, and antibody drug conjugates.

Responsibilities
Please submit resume Req. #2180 to jobs@sutrobio.com. Please visit our website at www.sutrobio.com for more information.

Sutro provides a competitive benefits package that includes a choice of health, dental, and vision insurance, life insurance, flexible spending accounts, 401K plan, PTO, ESPP (Employee Stock Purchase Plan) and stock options.

Sutro Biopharma is committed to the diversity of our team and we are committed to Equal Employment Opportunity without regard for race, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity or religion."	5.0	"Sutro Biopharma
4.1"	United States	51 to 200 Employees	2003	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Applicable	4.4 	4.2 	3.9	4.1
256	Asbestos Environmental Scientist	$30K - $53K (Glassdoor est.)	"Job Number:
16007BR
Location:
1355 E. Cooley Dr., Ste. C
Colton,
CA
Service Line:
Environmental
Employment Type:
Regular, Full Time
Exemption:
Exempt

3/4/2021"	5.0	"Terracon
3.7"	Colton, CA	1001 to 5000 Employees	1965	Company - Private	Architectural & Engineering Services	Business Services	$500 million to $1 billion (USD)	3.4 	3.9 	3.5	3.1
257	Marketing Data Analytics Manager	$30K - $53K (Glassdoor est.)	"Tuesday, February 2, 2021

As a Marketing Data Analytics Manager, you will help facilitate the growth of an emerging Data Analytics group within Central Insurance. You will have the ability to create solutions from sprawling data sets and the business acumen to convert findings into strategic opportunities. The Marketing Data Analytics Manager will be counted upon to work closely with the Director of Brand and Marketing Strategy to support and implement high-quality data-driven decisions. This individual will be expected to use statistical techniques to solve real world problems, interpret key findings and ensure that data accuracy and consistent reporting are achieved by implementing optimal process for analytics employees to follow. This candidate must be a strong leader, motivator, collaborator, and a strategic thinker."	5.0	"Central Insurance Companies
4.4"	Van Wert, OH	501 to 1000 Employees	1876	Company - Private	Insurance Carriers	Insurance	$500 million to $1 billion (USD)	4.4 	4.5 	4.0	4.3
258	ETL QA/Data Analyst	$30K - $53K (Glassdoor est.)	"Sammons® Financial Group Companies offer some of today’s most sought after life insurance, annuity, and retirement planning products. Unlike most financial organizations, our companies are not publicly traded, which means we’re focused on long-term value rather than short-term earnings pressures. As a privately held company, our leaders and employees remain consistently focused on long-term growth, making decisions that allow us to deliver on our commitments to customers, distribution partners, our employees, and our communities. Individually, our companies provide value in the products and services they offer. Together we represent a history of strength and longevity.


What you can expect when you join Sammons Financial Group:
Qualifications:
Apply Now"	5.0	"Sammons Financial Group Companies
4.8"	United States	1001 to 5000 Employees	1996	Company - Private	Insurance Carriers	Insurance	$1 to $2 billion (USD)	4.7 	4.9 	4.5	4.8
259	Analytics Manager, Payer Relations Operations	$30K - $53K (Glassdoor est.)	"Position Summary:
BioReference Laboratories is dedicated to improving lives through better healthcare, better service, and better science. It is also a primary goal of BioReference Laboratories to offer providers a single source for all their laboratory-testing needs in both the primary and specialty health care segments. A critical component to meeting this goal is through a strong relationship with providers, patients, and managed care organizations. Analytics Manager, Payer Relations Operations is the departmental leader responsible for the administrative management of the Payer Relations staff that analyze, maintain, and support the field-based Payer Relations Managers and health plan payer relationships nationwide. Reporting to the VP of Payer Relations, the Analytics Manager, Payer Relations Operations is responsible for managing the administrative departmental activities of Payer Relations in compliance with all regulatory requirements, and helping to identify and evaluate operational opportunities and manage risks related to health plan administration, all in accordance with the core values of BioReference Laboratories.

Primary Responsibilities

Duties may include but are not necessarily limited to the following:


BioReference Laboratories is an Equal Opportunity Employer

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"	5.0	"Bio-Reference Laboratories, Inc.
3.2"	Elmwood Park, NJ	1001 to 5000 Employees	1981	Subsidiary or Business Segment	Health Care Services & Hospitals	Health Care	$500 million to $1 billion (USD)	3.2 	2.8 	2.7	3.0
260	Data Scientist	$30K - $53K (Glassdoor est.)	"Data Scientist
Req ID: 1525
Working Location: MASSACHUSETTS, WESTBOROUGH or PENNSYLVANIA, CENTER VALLEY
Are you looking for a company that cares about people’s lives and health, including yours? At Olympus, we help make people’s lives healthier, safer and more fulfilling, every day.
Let’s inspire healthier lives, together.
Job Description"	5.0	Olympus Corporation of the Americas	Center Valley, PA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
261	Data Scientist - Operations Research (REMOTE OKAY)	$30K - $53K (Glassdoor est.)	"This role is a contract opportunity located in St Louis, MO. REMOTE CANDIDATES ENCOURAGED TO APPLY. No 3rd party agencies or Corp to Corp please. Will only employ those who are legally authorized to work in the United States. This is not a position for which sponsorship will be provided. Individuals with temporary visas such as E, F-1, H-1, H-2, L, B, J, or TN or who need sponsorship for work authorization now or in the future, are not eligible for hire.

Data Scientist - Operations Research

Description:
A data scientist is an applied analytical expert responsible for understanding business processes and creating insights that lead to greater efficiency and better decision making. This position is responsible for the full product development lifecycle for OR projects, including gathering requirements, wrangling data, formulating and implementing OR models in DOC/CPLEX.

Required skills:

Preferred skills:
Experience in IBM DOC
Experience in working with data API’s, Teradata, Oracle
Experience with Spotfire

Location: Creve Coeur, MO or Remote from another location. If local, they must work onsite (once the site reopens). Only open to candidates who have prior experience working remotely. Make sure it is clearly listed on the resume where they worked remotely. Please include in the Summary on the resume what tools they used to work remotely."	5.0	"SyllogisTeks
4.4"	Creve Coeur, MO	Unknown	1992	Company - Private	Staffing & Outsourcing	Business Services	$10 to $25 million (USD)	4.3 	4.6 	3.9	4.5
262	Vaccine Production Scientist	$30K - $53K (Glassdoor est.)	"Vaccine Manufacturing Technician
About Torigen Pharmaceuticals
Torigen is a venture capital funded company delivering innovative companion animal immuno-oncology products for pets. Located in Farmington, Connecticut at the University of Connecticut Technology Incubation Program, Torigen is committed to developing innovative veterinary cancer treatments.
Job Description
We are in search of a Vaccine Manufacturing Technician to assist with personalized cancer vaccine manufacturing. This individual must have experience in clean room manufacturing following aseptic technique under cGMP guidelines. An ideal candidate will be highly familiar with basic laboratory skills (i.e. pipetting), equipment (i.e. centrifuges, scales) and be experienced in handling biological tissues. Additionally, this individual should be a highly detail-oriented and organized team player."	5.0	Torigen Pharmaceuticals, Inc.	Farmington, CT	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
263	IT Data Analyst	$30K - $53K (Glassdoor est.)	"Overview:
The Data Analyst at Southern Management is responsible for querying data and building data sets that provide valuable solutions for multiple departments. The Data Analyst should gather requests from various departments and design processes, data sets, and automation tools that provide more efficient business results across the entire company.
Responsibilities:
Query data from SQL databases to provide valuable insights for multiple business departments.
Become knowledgeable of all datasets and data marts available in the data warehouse.
Assist Business Analysts and Data Scientists in understanding the data.
Qualifications:"	5.0	"Southern Management Corporation
4.4"	Greenville, SC	1001 to 5000 Employees	1986	Company - Private	Lending	Finance	Unknown / Non-Applicable	4.4 	4.2 	4.3	4.1
264	Business Intelligence Analyst	$30K - $53K (Glassdoor est.)	"About our Organization
At Lower Cape Fear LifeCare, our Mission is to provide access to the highest quality LifeCare, education, and supportive services to our patients, their families, and communities we serve. Our Vision is to enrich the lives of those we serve through excellence in LifeCare.
Our Locations and Service Areas
We proudly serve patients and families in private homes, assisted living facilities, skilled nursing facilities, hospitals, and our care centers located in Wilmington, Bolivia, and Whiteville, North Carolina. Our service area includes Bladen, Brunswick, Columbus, New Hanover, Onslow and Pender Counties in North Carolina; and Horry, Georgetown and Marion counties in South Carolina. Our corporate office is in the coastal community of Wilmington, NC."	5.0	"Lower Cape Fear Hospice
3.3"	Wilmington, NC	201 to 500 Employees	-1	Hospital	Health Care Services & Hospitals	Health Care	$25 to $50 million (USD)	3.0 	3.3 	2.6	2.6
265	Scientist - Ocular	$30K - $53K (Glassdoor est.)	"Position Description
Absorption Systems is seeking an Ocular Scientist with requirements of a broad knowledge of ocular anatomy, physiology and biochemistry to help develop and support in vivo models to screen therapeutics and devices being developed for various ocular disorders. Experience with ocular surgical, dosing and sampling techniques is required. The Ocular Scientist will assist in the development of protocols and criteria to effectively carry out experiments. The Scientist will provide Sponsors with written and oral updates of scientific data generated during the conduct of the studies they oversee. They may also participate in presentations at scientific meetings and/or preparation of manuscripts for publication. Expertise to guide investigators (Sponsors) on the approaches necessary to characterize the pharmacological effects of their molecules based on disease mechanisms is valuable."	5.0	"Absorption Systems
3.4"	San Diego, CA	51 to 200 Employees	1996	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Applicable	2.9 	3.5 	3.2	3.3
266	Data Scientist	$30K - $53K (Glassdoor est.)	"Company: Herdt Consulting, Inc.
An excellent opportunity with a highly successful, Veteran-Owned Small Business (VOSB). Every day, our clients trust Herdt to help navigate their most complex business and organizational challenges. We partner with our clients at all levels to ensure all business objectives are fully realized. Herdt provides project management, process and leadership support as well as specialized technical support to the U.S. Department of Defense (DoD) and other Federal agencies. Herdt employees are accomplished individuals who have served as hands-on leaders in the U.S. military and private industry - We hire the best. Our employees lead some of the most complex enterprise business systems and business processes through implementation and sustainment. We are valued for our technical knowledge, business process expertise and industry best-practice solutions."	5.0	"Herdt Consulting Inc
3.9"	Norfolk, VA	51 to 200 Employees	-1	Company - Private	Consulting	Business Services	$10 to $25 million (USD)	3.8 	3.8 	4.0	4.2
267	Manager - Data Science	$30K - $53K (Glassdoor est.)	"Auto req ID: 267316BR
Position Type: Full time
Employee Type: Exempt
Job Summary
As the Manager of Data Science, you will be responsible for building and promoting the Advanced Analytics/Data Science capabilities at FedEx Ground. You’ll be overseeing and leading a team of Data Scientists and Senior Data Scientists, as they mine and wrangle vast data resources (both FedEx and external) for meaningful insights and serve up information to the business (human and machines) to make more informed, effective, faster, and easier decisions. You will prioritize the work across your team in order to support the broader FedEx Ground business EPICs and initiatives."	5.0	"FedEx Ground
3.5"	Brookfield, WI	10000+ Employees	2000	Subsidiary or Business Segment	Logistics & Supply Chain	Transportation & Logistics	$10+ billion (USD)	3.5 	3.3 	3.5	3.2
268	Bioinformatics Scientist, Antibody Discovery	$30K - $53K (Glassdoor est.)	"Abveris is Boston's premier antibody discovery company providing contract research services to the biopharma industry. Abveris applies advanced immunization methods combined with B cell screening and hybridoma-based antibody discovery technologies to provide comprehensive gene-to-antibody discovery services. Abveris is developing the next generation of biologics, cell therapies, vaccines, and diagnostics in partnership with global leaders in biopharma.
We are seeking a motivated individual to join our Team and develop our next generation technology. As our throughput and breadth of data from the lab expands, we aim to fully utilize the information to extract additional conclusions while expanding on our current tools. The role will be highly integrated with our Molecular Biology team and will require background knowledge in antibody discovery platforms, particularly with respect to sequence analysis and in silico modeling. General knowledge of how such analysis translates to downstream antibody engineering (e.g. humanization) is preferred. The role will be integral to expanding our molecular biology capabilities as our company continues its rapid growth trajectory and passion for integrating state-of-the-art technology and custom antibody discovery techniques."	5.0	Abveris Antibody	Canton, MA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
269	Fraud Governance Business Intelligence Analyst	$30K - $53K (Glassdoor est.)	"Thank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.

Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.


At Regions, the Business Intelligence Analyst drives business decisions by providing quantitative and qualitative data analysis. This position applies data mining techniques and conducts statistical analysis to report key findings in-order to improve processes and provide data-driven forecasts of potential costs, risks, and profits of new business initiatives.

Primary Responsibilities
Collects, aggregates, and analyzes complex data from multiple internal and external sources to drive insights into business performance
Produces actionable reports that show key performance indicators, identifies areas of improvement for current operations, and displays root cause analysis of problems
Communicates complex findings and insights to stakeholders and provides business strategy recommendations for optimizing business performance
Provides reporting solutions and responds to moderately-complex ad-hoc report requests
Prepares visual reports/presentations to present analysis to key stakeholders
Assists business intelligence developers in the design and development of business intelligence reporting tools
Serves as a subject matter expert and acts as an enterprise data liaison for the business unit
Analyzes trends in information to ensure business decisions are modernized, keeping pace with the growing industry

This position is exempt from timekeeping requirements under the Fair Labor Standards Act and is not eligible for overtime pay.

Requirements
Bachelor’s degree in Business, Computer Science, Information Systems, Finance, Statistics, or related field
Six (6) years of experience within the financial services industry

Preferences
Prior experience applying statistical skills such as distributions, statistical testing, and regression analysis
Prior experience using data visualization tools such as Tableau and QlikView
Prior experience using relational databases such as SQL and Oracle
Prior experience using query development, scripting, and programming skills such as Excel Power Pivot and Dax

Skills and Competencies
Ability to clearly articulate complex concepts, features, and benefits of analyses to any audience
Proficiency in Microsoft Office (Excel, Word, PowerPoint, Outlook, etc.)
Strong verbal, written communication, and organizational skills
Strong work ethic and self-motivation

3-5 years’ experience exploring, analyzing and extracting complex data using SQL.
1-2 years’ experience developing compelling, dynamic reporting using Microsoft Power BI, Power Query, and DAX.
Above average proficiency in Microsoft Excel and PowerPoint.
Superior candidates will also possess experience conducting data analysis and extraction using Python.
Candidates should possess the ability to conduct business analysis and prepare business requirement specifications with respect to data related business processes.
Ability to clearly articulate complex concepts, features, and benefits of analyses to a variety of audiences.
Self-starter with ability to successfully plan, organize, and execute assigned initiatives with minimal guidance and direction.
Strong interpersonal skills with ability to build and leverage relationships across technical and operational environments.
Excellent communication and presentation skills.

Position Type Full time

Location Details Riverchase OPS Center
Hoover, Alabama

Bring Your Whole Self to Work

We have a passion for creating an inclusive environment that promotes and values diversity of race, color, national origin, religion, age, sexual orientation, gender identity, disability, veteran status, genetic information, sex, pregnancy, and many other primary and secondary dimensions that make each of us unique as individuals and provide valuable perspective that makes us a better company and employer. More importantly, we recognize that creating a workplace where everyone, regardless of background, can do their best work is the right thing to do.

Equal Opportunity Employer/Disabled/Veterans"	5.0	"Regions
3.5"	Hoover, AL	10000+ Employees	1971	Company - Public	Banks & Credit Unions	Finance	$5 to $10 billion (USD)	3.7 	3.5 	3.4	3.6
