	Job Title	Salary Estimate	Job Description	Rating	Company Name	Location	Size	Founded	Type of ownership	Industry	Sector	Revenue	Compensation_and_Benefits	Culture_and_Values	Career_Opportunities	Work_Life_Balance
119	Lead Data Scientist	$68K - $119K (Glassdoor est.)	"Guild is hiring for a Lead Data Scientist to develop, deploy, and measure algorithms and tools that enable Guild's product, technology, marketing, and business operations to efficiently and effectively support students at scale.You'll sit at the intersection of data, product, business operations, and internal strategy, and work across the company to serve as a thought partner and data expert to help drive data driven decisions, build algorithms and tools.

As a Lead Data Scientist, you will:
Lead complex data/analytics projects to help Student Operations, Marketing, and Product teams make the best data informed decisions by deeply understanding trends, advising on best practices for collecting data, and building statistical models.
In addition to working on the Decision and Data Science team, in this role you will collaborate with other Guild leaders including: Mae Podesta, Josh Hadden-Leggett, and Carrie Kaufman.



Guild is increasing economic mobility for working adults by partnering with the largest employers in the country to offer education as a benefit to their employees via our marketplace of nonprofit universities and education institutions. Guild's proprietary technology platform facilitates the administration of this innovative benefit and our team of coaches helps each employee navigate the path back to school, providing individualized support from day one through program completion.

We are one of the few female-led companies to hit a $1 billion valuation and the only Certified B Corporation with those qualifications. Our Series D financing round was led by Ken Chenault, General Catalyst Partners chairman and former CEO of AMEX, and joined by Emerson Collective, LeadEdge Capital, and Iconiq."	4.8	"Guild Education
3.7"	Denver, CO	501 to 1000 Employees	2015	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Applicable	3.8 	3.9 	3.5	3.7
120	Data Scientist – National Incentives	$67K - $110K (Glassdoor est.)	"JOB SUMMARY
The Spectrum Data Scientist - National Incentives is responsible for developing data-driven solutions to Charter’s business problems. Utilizes analytical, statistical, and programming skills to clean, aggregate, and analyze large data sets and interpret results. This position requires a strong command of statistical techniques and machine learning algorithms, as well as a demonstrated practical ability to determine where to invest time, synthesize actionable findings across diverse assignments, and present findings to audiences with diverse agendas and varying levels of technical expertise.

MAJOR DUTIES AND RESPONSIBILITIES
Aggregating sales data from multiple data sources, and building sales incentive models ground up
Modelling new incentive requests using Excel, BI tools and SQL server database includes but not limited to requirements gathering, model validation against an independent data source, modellling alternate scenarios and implementing the finalized data model
Create insightful reporting for incentive participants and summary level reporting for leadership
Manage the weekly incentive reporting and Quality Control process
Respond to Level 2 disputes by providing data driven and incentive program rules to participants and leadership
Build and manage automated email distribution programs
Forecasting on a bi-weekly, monthly and quarterly basis
Analyze and review the incentive performance and provide recommendations
Leverage knowledge in analytical and statistical algorithms to help automate incentives
Ensure testing and validation are components of all analytics solutions
Manage the incentive payout process


Skills/Abilities and Knowledge

Bachelor's degree in computer science, statistics, operations research and/or equivalent combination of education and experience.


Data Analytics
Programming experience


Office Environment
Travel as required (10%)

For more information on Spectrum’s benefits, please click here."	3.2	"Spectrum
3.2"	Stamford, CT	10000+ Employees	2016	Subsidiary or Business Segment	Cable, Internet & Telephone Providers	Telecommunications	$10+ billion (USD)	3.8 	2.9 	3.2	2.9
121	Data Scientist II	$67K - $110K (Glassdoor est.)	"Summary:
In this role, you will translate data into action to achieve excellence in patient care. To be successful in this role, you will work in collaboration with stakeholders from various departments within the organization to provide advanced data-driven solutions, business insights and support decisions. As a data scientist II in the Health Outcomes & Analytics Department, you will have sound knowledge and experience applying Statistical Models, Data Mining, Machine Learning, and know how to build analytical solutions to deliver insights, insights communication and deliver presentation. In addition, you will demonstrate the ability to combine advanced analytics skills with exceptional business acumen supporting the success of the department’s goal of creating a reliable foundation for ongoing reporting and analytics."	3.2	"Christus Health
3.6"	Irving, TX	10000+ Employees	1869	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$5 to $10 billion (USD)	3.4 	3.7 	3.5	3.5
122	Scientist, Tech Transfer	$67K - $110K (Glassdoor est.)	"A career with MilliporeSigma is an ongoing journey of discovery: our 57,000 people are shaping how the world lives, works and plays through next generation advancements in healthcare, life science and performance materials. For more than 350 years and across the world we have passionately pursued our curiosity to find novel and vibrant ways of enhancing the lives of others. MilliporeSigma is a business of Merck KGaA, Darmstadt, Germany.
Your Role:
MilliporeSigma is seeking a Technology Transfer Scientist for the Carlsbad Viral Vector Manufacturing Facility to serve as an SME for transferring bioprocesses to cGMP production. This individual will work within a team ensuring readiness for cGMP viral vector production."	3.2	"MilliporeSigma
3.7"	Carlsbad, CA	Unknown	-1	Company - Public	-1	-1	Less than $1 million (USD)	3.7 	3.5 	3.1	3.9
123	Data & Integration Engineer	$67K - $110K (Glassdoor est.)	"Exceed the expectations of our residential mortgage borrowers & business partners through superior service, simple processes, and effective communications.

We deliver on this mission by empowering our employees by encouraging and recognizing superior performance and innovative solutions, by promoting teamwork and divisional cooperation.

Job Description Summary"	3.2	"NewRez
3.5"	Fort Washington, PA	1001 to 5000 Employees	2018	Company - Public	Lending	Finance	$500 million to $1 billion (USD)	3.6 	3.5 	3.3	3.3
124	Senior Data Engineer	$67K - $110K (Glassdoor est.)	"Join our team dedicated to developing and executing innovative solutions in support of customer mission success. Novetta is committed to cultivating a diverse, inclusive workplace culture, embracing our differences and perspectives to build a stronger, more successful company.
Job Description:

Novetta has an immediate need for a Senior Data Engineer to join a fast-paced program in support of a government customer with a very critical national security mission. This is a multi-year program, where the successful candidate will work on an interdisciplinary project team of more than 30 highly qualified individuals with a wide array of skills that include client (reactjs), server (spring java), QA Automation Engineers, UI/UX Designers, and DevOps engineers. The team is responsible for building a next generation Mission Information System and is performing greenfield Software Development using modern technologies via an Agile DevOps approach.

This Senior Data Engineer will play a vital role collaborating as part of this cross-functional Agile team to create and enhance data ingestion pipelines and address big data challenges. The Senior Data Engineer will work closely with the Chief Architect, systems engineers, software engineers, and data scientists on the following key tasks:"	3.2	"Novetta
4.7"	Reston, VA	501 to 1000 Employees	2012	Company - Private	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million (USD)	4.6 	4.5 	4.3	4.5
125	Sr Business/Data Analyst, Technology	$67K - $110K (Glassdoor est.)	Raymond James is seeking a Sr Business/Data Analyst to join our IT Supervision and Compliance team. The role entails liaising with Business Partners, gathering low level functional requirements, contributing to UX design decisions and conducting data analysis to enrich the FSDs. This individual will be responsible for writing system requirements that will ensure the technology solution will meet the needs of the business. Leverages appropriate technical resources. Requires a high level understanding of systems, industry and end-user requirements. Demonstrates subject matter expertise and is able to integrate domain knowledge with an understanding of financial services standards and practices. Is the primary on the most complex or escalated issues and may provide direction and guidance team members. Applies specialized business knowledge and technical skills to significant deliverables and projects that involve multiple IT departments, business units and have enterprise impact. Is able to make judgements and recommendations based on the analysis and interpretation of data.	3.2	"Raymond James Financial
4.0"	Saint Petersburg, FL	10000+ Employees	1962	Company - Public	Brokerage Services	Finance	$5 to $10 billion (USD)	3.5 	3.9 	3.7	3.8
126	Experienced Data Engineer	$67K - $110K (Glassdoor est.)	"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That’s why we provide an environment focused on openness, inclusion, trust and respect. Here, you’ll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession. We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more, please visit https://www.libertymutualgroup.com/about-lm/careers/benefits
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG’s Insider Pro and Computerworld’s 2020 list. We have been named by Forbes as one of America’s Best Employers for Women and one of America’s Best Employers for New Graduates—as well as one of America’s Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion

17"	3.2	"Liberty Mutual Insurance
3.8"	Indianapolis, IN	10000+ Employees	1912	Company - Private	Insurance Carriers	Insurance	$10+ billion (USD)	4.0 	3.7 	3.6	3.7
127	Advanced Battery Scientist	$67K - $110K (Glassdoor est.)	"Looking for IMMEDIATE hire!!
Job Description: Advanced Battery Scientist
Must be a U.S. citizen or permanent resident
The Battery Innovation Center (BIC) is seeking a qualified, innovation-focused, research scientist to join our team. The ideal candidate must have the desire to work in a fast paced, flexible work environment with the willingness to apply their skills and expertise to all facets of the battery research and development process. The candidate will directly interface will all individuals in the organization as well as externally with our clients.
As part of a small, passionate, and accomplished team of experts, this position involves close collaboration with engineers and scientists across the nation to support the commercialization of novel energy storage systems and solutions. On a daily basis, you will work with advanced/experimental materials (e.g. nano-particles, metal oxides, electrolytes, and polymers), inspect and prepare equipment, identify and address testing constraints, and examine data. The job entails hands-on work with electrodes starting from their powder components to building and testing cells. After training, in which you will receive broad experience across battery manufacturing processes, you will become a project lead of new research and development efforts. This position will directly impact the future of energy storage and will require your dedicated commitment and detailed attention towards safe and reliable batteries."	3.2	Battery Innovation Center	Newberry, IN	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
128	Data Scientist - Two Sigma Insurance Quantified	$67K - $110K (Glassdoor est.)	"Two Sigma is a financial sciences company, combining data analysis, invention, and rigorous inquiry to help solve the toughest challenges in investment management, insurance technology, securities, private equity, and venture capital.

Our team of scientists, technologists, and academics looks beyond the traditional to develop creative solutions to some of the world’s most complex economic problems.

Two Sigma IQ works closely with its industry partners to deliver products and solutions, which lead to enhanced automation and data-driven decision making. Comprised of a diversified and growing team of highly skilled data scientists, engineers, and business professionals, Two Sigma IQ possesses the agility and innovation of a dynamic startup with the resources and long-term view of Two Sigma. Learn more about TSIQ at https://twosigmaiq.com/"	3.2	"Two Sigma
4.5"	New York, NY	1001 to 5000 Employees	2001	Company - Private	Investment Banking & Asset Management	Finance	Unknown / Non-Applicable	4.5 	4.2 	4.0	4.3
129	Data Engineer Intern	$67K - $110K (Glassdoor est.)	"Great compensation package, including a full suite of benefits.
The chance to work for a fast-growing, established tech company, and work side-by-side with a dynamic team of talented professionals.
Fast-paced environment with big goals and the opportunity to make a big impact.
Top five reasons to come to PlanSource:
#5: Join the Vista Family. In March 2019, Vista Equity Partners acquired PlanSource, marking a new phase of growth. Vista’s portfolio of technology and software companies collectively make up the 4th largest software ecosystem in the world with “intraportfolio” career advancement opportunities and have structures in place to leverage shared learnings from across the ecosystem."	3.2	"PlanSource
4.2"	Orlando, FL	501 to 1000 Employees	2008	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Applicable	3.6 	4.3 	4.1	3.9
130	Senior Analytical Scientist	$67K - $110K (Glassdoor est.)	"Position Overview:
Catalent hires people with a passion to make a difference to the health of millions of people globally. Your expertise, coupled with Catalent’s advanced technologies and collaboration with thousands of innovative pharmaceutical, biotech and healthcare companies, will help bring life-enhancing products to the people you know and love. Your talents , ideas and passion are essential to our mission; to develop, manufacture and supply products that help people live better, healthier lives. Interested in learning more about life at Catalent? Start here
Senior Analytical Scientist
The Senior Analytical Scientist reports to the Associate Director"	3.2	"Catalent Pharma Solutions
3.5"	Winchester, KY	10000+ Employees	2007	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$2 to $5 billion (USD)	3.5 	3.3 	3.4	2.8
131	Sr Ops Research Scientist I	$67K - $110K (Glassdoor est.)	"Job Summary
CSX Technology is looking for an experienced Senior Operations Research Scientist for the Operations Research (OR) Group. This individual’s domain of expertise should be on the development of MIP, heuristic and algorithmic solutions to industry specific problems, as well as high quality implementation of such solutions. The Senior Operations Research Scientist will serve as a technical OR leadership expert for the entire organization. They will partner with management to identify and research application problems, search for solutions, and make recommendations. They will promote new initiatives, identify areas of critical need, drive change through application development, work directly with internal customers to enact change, identify business requirements and develop the best course of actions to meet their needs. The Senior Operations Research Scientist is expected to develop decision support systems, manage their implementation, and provide support and maintenance. Collaborating with other organizations within and outside the company is an essential part of the job."	3.2	"CSX
2.6"	Jacksonville, FL	10000+ Employees	1978	Company - Public	Transportation Management	Transportation & Logistics	$10+ billion (USD)	3.6 	1.9 	2.4	1.9
132	Data Analyst	$67K - $110K (Glassdoor est.)	"Michael Baker International is a leading provider of engineering, development, intelligence and technology solutions with global reach and mobility. The firm offers a comprehensive range of innovative services and solutions in support of federal, state, and municipal governments, foreign allied governments, and a wide range of private development and commercial clients. Michael Baker International’s focus is on the safety and security of people across the world through planning and engineering improvements to infrastructure and the environment, and through protection of our quality of life and freedom in support of national and international security. With more than $1 billion in annual revenue, Michael Baker International has more than 5,000 employees in over 80 offices located across the U.S. and internationally, and is ranked as the 26th largest design firm in the U.S. by Engineering News Record (ENR). Michael Baker International’s Mission is to make a difference by providing innovative solutions to sustain the future and further the safety, security and quality of life for people across the globe by providing the highest level of expertise, unmatched quality and effective project teams for a diverse range of projects and clients. Michael Baker International offers excellent benefit packages that includes: Medical, Dental, Vision, Disability Insurance, Life Insurance, Flexible Spending Accounts, Additional Paid Time Off, Flex-Time, 401-K Retirement Plan, Tuition Reimbursement and Employee Credit Union. To learn more, please visit us on the web at www.mbakerintl.com . Michael Baker International is an EEO/Affirmative Action Employer - M/F/Disability/Veteran/e-Verify Employer

WHO WE ARE

Michael Baker International is a leading provider of architectural, engineering and consulting services , including design, planning, environmental, construction and program management. The company provides its comprehensive range of services and solutions to support U.S. federal, state, and municipal governments, foreign allied governments, and a wide range of commercial clients. Michael Baker’s more than 3,000 employees across nearly 100 locations are committed to a culture of innovation, collaboration and technological advancement to help solve challenges for clients and communities throughout the country. To learn more, visit https://mbakerintl.com/ .

COST MANAGEMENT PRACTICE

Michael Baker International’s Cost Management group provides cost engineering and cost management services to clients in the federal, state and private sector markets. Our certified and credentialed cost engineers and cost estimators routinely support the planning, design and construction of domestic and international construction and environmental projects for the Department of State, Department of Defense, civilian federal agencies, and state/local municipalities. Our team is highly proficient with current, customer-preferred software, including MII®, PACES®, P6®, Sage Estimating®, and SUCCESS®.

DESCRIPTION

As an integral part of our Project Controls team, the Business Intelligence Analysis position is part of our cost engineering and cost estimating team working at client sites and/or in the Michael Baker Winchester office. The ideal candidate will have experience in providing dashboards, reports, datasets, data management, and trouble shooting.

You will use data and analytics to influence businesses and services. You will support the team with customer centric insights across a multitude of business needs. You will have room for innovation and will be an important voice in our decision-making process.

Knowledge of Project Controls is not a must, but very helpful. In this role you will work with others on the Project team to support technical deliverables for our clients. The position is based in Winchester, VA. Other skills a successful candidate will possess include:

Maintain data source integrity.

Analyze data to uncover trends and correlations to develop insights that can influence project performance.

Conceptualize and develop automation opportunities for data collection and develop self-service data outputs through data visualization tools.

Continuously learn new systems, tools, and industry best practices to help design new studies and build benchmarking products.

5-Years of technical experience with business intelligence analysis and data management.

Analytical and quantitative skills; ability to use hard data and metrics to back up assumptions, recommendations, and drive actions.

Experience with customer behavior analysis and/or customer segmentation

Ability to coordinate cross functional teams and communicate effectively with both technical and non-technical teams.

Experience as a team member.

Experience with value engineering studies and risk management.

Experience in monthly report generation.

PROFESSIONAL REQUIREMENTS

A Bachelor’s degree in Computer Science, Engineering, or related field is ideal but not required. Lack of degree can be offset by experience.

A minimum of 5 years’ experience in the technical industry supporting A/E, construction, or project management industry.

MS Power BI, MS Office with strong Excel ability, knowledge of report writing tools.

Additional computer languages are a plus; DAK, R script, Python, VBA, SQL, and/or HTML5.

Desire to gain experience in Risk Management, Cost Control/Project Controls and Earned Value Management.

Must relocate or commute to Winchester, Virginia.

MICHAEL BAKER INTERNATIONAL EEO STATEMENT

Michael Baker International is proud to be an Affirmative Action/Equal Opportunity Employer. Michael Baker International provides equal employment opportunity for all persons, in all facets of employment. Michael Baker International maintains a drug-free workplace and performs pre-employment substance abuse testing and background checks. We encourage all qualified applicants to apply for any open position for which they feel they are qualified and all will receive consideration for employment without regard to race, color, religion, age, gender, sexual orientation, gender identity, national origin, citizenship status, marital status, genetic information, disability, protected veteran status or any other legally protected status.

EEO is the Law. Applicants to and employees of Michael Baker International are protected under Federal law from discrimination."	3.2	"Michael Baker International
3.8"	Winchester, VA	1001 to 5000 Employees	1940	Company - Private	Architectural & Engineering Services	Business Services	$1 to $2 billion (USD)	3.7 	3.7 	3.7	3.8
133	Sales Data Analyst	$67K - $110K (Glassdoor est.)	"Sales Data Analyst
We are looking for a Sales Data Analyst, who will be responsible for maintaining sales & marketing data, compiling & analyzing this data to identify trends and provide valuable feedback. The sales data analyst is also responsible for facilitating and guiding the forecast process and supporting MPP’s sales & marketing efforts.
Duties and Responsibilities:
Compile and analyze data over time to forecast sales trends.
Prepare and update custom sales and forecasting reports, using external and internal sources."	3.2	"MPP
2.8"	Noblesville, IN	51 to 200 Employees	-1	Company - Private	Insurance Carriers	Insurance	Less than $1 million (USD)	3.0 	2.8 	2.7	3.2
134	Senior Data Analyst	$67K - $110K (Glassdoor est.)	"Job Posting End Date: April 14
Our Fortune 500 company is driving a digital transformation and looking for forward-thinking innovators to disrupt how our industry thinks about and uses technology. As one of the world's leading employee benefits providers, we help millions of people gain affordable access to benefits that help them protect their families, their finances and their futures.
Are you an asker of questions, a solver of problems, and a challenger of the status quo? Our mission is to provide a differentiated customer experience and exceed the expectations people have of technology at any company — not just insurers.
We are seeking individuals to join our team of talented IT professionals who share never-ending passion and an unwavering focus on our customer experience. Team members comfortable working in an agile, fast-paced, and delivery-focused environment thrive in our environment where we value an entrepreneurial spirit and those who challenge the status-quo.


Unum"	3.2	"Unum
3.8"	Atlanta, GA	5001 to 10000 Employees	1848	Company - Public	Insurance Carriers	Insurance	$10+ billion (USD)	4.0 	3.8 	3.7	3.7
135	Principal Data Scientist	$67K - $110K (Glassdoor est.)	"Imprivata seeks a principal data scientist to help lead our data-science team in modeling security- and privacy-related human behavior in high dimensions, at Web scale, in near real time. Current applications focus on clinical medicine. The team is expected to drive product innovation in adjacent subject-matter domains.

Current work involves:
Python, R, SQL, Java, Metaflow, Terraform, Spark, lambdas at Web scale (on GPU and AWS)
High-velocity big data (many millions of events per day, thousands of event types)
High-dimensional data (hundreds to thousands of features)
Polyglot programming is a must, but we favor mathematical depth and breadth, intuition, and rigor over deep programming experience.

Your leadership responsibilities will include
Permanent (post Covid) remote work is possible. Regardless, our team’s kanban practice depends heavily on members’ assuming individual responsibility for (1) completing experiments and deployments at a reasonable velocity, and (2) learning new mathematical and technical tools on the job. Your high autonomy and self-responsibility will lead by example in these areas as well.

At Imprivata, we have a top-notch work environment, developmental opportunities, a competitive total rewards package, and the desire to have fun. If you have the skills and qualifications as we have described above, we want to hear from you!

Imprivata provides equal employment opportunities to minorities, females, veterans, and disabled individuals, as well as other protected groups."	3.2	"Imprivata
3.6"	Clearwater, FL	201 to 500 Employees	2002	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Applicable	3.8 	3.1 	2.5	4.1
136	Scientist, QC Cell Assay - Relocation	$67K - $110K (Glassdoor est.)	"This position is in Greater Gainesville/Alachua, Florida.
Summary:
The Scientist, Cell Assay, reports to the Cell Assay Manager and performs method transfer, development, validation and QC laboratory tests on in-process, intermediate and finished products performing a range of additional varied work activities including:
Essential Position Responsibilities
· Assists in developing and validating complex biological QC procedures according to regulatory requirements."	3.2	Ology Bioservices, Inc.	United States	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
137	Machine Learning Data Engineer	$67K - $110K (Glassdoor est.)	"Machine Learning Data Engineer
As a Machine Learning Data Engineer, you will be responsible for the continued development of the Lucd platform’s ML data processing capabilities.
This primarily includes the following responsibilities.
Architecting and implementing large-scale distributed data transformation components and services for supporting applications and workflows such as AI experimentation and training, and visual analytics. There is an emphasis on using GPU-enabled capabilities.
Contributing to AI workflow governance solutions, especially regarding data quality and provenance."	3.2	Lucd	Remote	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
138	Certifying Scientist LC MS MS SPECIALIST FT	$67K - $110K (Glassdoor est.)	"Certifying Scientist or Mass Spec Technician or Specialist
LC MS/MS Urine Toxicology - FT Day shift
· This role will be responsible for performing analytical drug testing in urine toxicology, data review and analysis in a small reference laboratory. The laboratory staff will operate LC/MS-MS equipment to perform urine toxicology confirmation (quantitative analysis) to determine the amount of therapeutic or illicit drugs in a patient specimen. The selected candidate will be conducting a review of all confirmation results to ensure the accuracy and integrity of the drug testing process, and subsequently releasing these test reports to physicians or other healthcare professionals.
· The ideal candidate will have experience operating both urine drug screening and LC/MS/MS confirmation instruments as well as LIS systems."	3.2	Physicians Laboratory	Baltimore, MD	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
139	Scientist/Sr Scientist, Immunology/Cancer Immunotherapy/Pre-clinical	$67K - $110K (Glassdoor est.)	AskGene Pharma, Inc. (“AskGene”) is a biotechnology company specializing in the development of superior biotherapeutics including monoclonal antibodies, bispecific molecules and fusion proteins for validated targets in immuno-oncology. We have a well-equipped R&D facility in southern California and a manufacturing pilot plant in Nanjing, China that will help us accelerate our biologics to IND stage and beyond. We are seeking an outstanding and highly motivated scientist or senior scientist to join our dynamic and fast-paced research team. The ideal candidate will be technical competent bench scientist with relevant experience in human cellular biology, advanced flow cytometry and T cell immunology and extensive experience in cell-based immune assays is required. This role requires a result-driven attitude and eagerness for contribution to organization’s goals. The successful candidate is expected to play key roles in supporting preclinical research programs and related translational science to evaluate cancer immune therapeutics, advance therapeutic candidates from early discovery to IND-enabling studies.	3.2	ASKGENE PHARMA INC.	Camarillo, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
140	Scientist - Assay Development	$67K - $110K (Glassdoor est.)	"LamdaGen develops and commercializes innovative disease detection technologies wherever and whenever they are needed. We do this by focusing on providing point of care diagnostics that are fast, sensitive, easy to use and available for patients globally.
Our company provide an environment that encourages innovation to advance our breakthrough immuno-based Plasmonic Amplification Technology (PAT) for high sensitivity and quantitative rapid POC testing.
Responsibilities include:
Performing hands-on assay development
Developing protocols for immuno-based assays, including surface preparation, immobilization of ligands, affinity and kinetic analysis, and biomarker characterization"	3.2	LamdaGen Corporation	Menlo Park, CA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
141	Regulatory Affairs Data Analyst	$67K - $110K (Glassdoor est.)	"Main Objective: Provide data stewardship, including the maintenance, validation and continuous improvement of SAP master data specific to regulatory activities for Arthrex, Inc.

ESSENTIAL DUTIES AND RESPONSIBILITIES:
Creates, maintains, monitors and analyzes master data in SAP and/or other integrated solutions.

Accurately inputs data/uploads of all pertinent information.

Verifies all data elements are correct for data entry or upload.

Logs, tracks and reports on global regulatory submission and licensing data for Regulatory Department marketing authorizations.

Engages global system users to ensure and enhance data quality and train users to ensure continuity of results.

Implements creative yet logical approaches to solving data problems utilizing established global and regulatory rules.

Identify, analyze and resolve issues related to integrity, accuracy, consistency, compliance, and completeness of Regulatory master data.

Provides testing support for upgrades and releases, including integration testing from various sources to target systems.

Implement, measure and report key process indicators related to Master Data Management initiatives and data quality.

Conduct periodic audits of Regulatory master data to confirm accuracy.

Partner with IT teams in long-term and Global strategic improvement initiatives.

Communicate effectively with internal and external business partners to achieve company objectives; professionally communicate critical time-sensitive information exceptions and changes to affected parties.

Ability to support project and service requests from global operations in multiple time zones

Knowledge - Limited use and/or application of basic master data management principles, theories, and concepts. Limited knowledge of industry practices and standards.

Problem Solving- Solves routine problems of limited scope and complexity following established policies and procedures.

Discretion/ Latitude- Work is closely supervised. Follows specific, detailed instructions.

Impact- Contributions are usually limited to task-related activities. Errors do not typically have a major effect on the organization. May assist with projects.

Liaison- Contacts are primarily with immediate supervisor, and other personnel in the section or group.

Education Experience- Bachelor's degree in Business, Engineering or Computer Science or related field required. Master’s degree in Business or Engineering preferred

All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

Naples"	3.2	"Arthrex
4.0"	Naples, FL	1001 to 5000 Employees	1981	Company - Private	Health Care Products Manufacturing	Manufacturing	$1 to $2 billion (USD)	3.8 	4.1 	3.7	3.9
142	Big Data Engineer/Developer	$67K - $110K (Glassdoor est.)	"Secure our Nation, Ignite your Future
Join the top Information Technology and Analytic professionals in the industry to make invaluable contributions to our national security on a daily basis. In this innovative, self-contained, Big Data environment, the ManTech team is responsible for everything from infrastructure, to application development, to data science, to advanced analytics and beyond. The team is diverse, the questions are thought-provoking, and the opportunities for growth and advancement are numerous.
Summary
The successful candidate will leverage their development skills and experience to support the successful ingestion, cleansing, transformation, loading, and display of significant amounts of data utilizing Hadoop and Hadoop services."	3.2	"ManTech International Corporation
4.2"	McLean, VA	5001 to 10000 Employees	1968	Company - Public	Research & Development	Business Services	$1 to $2 billion (USD)	4.2 	4.1 	4.1	4.1
143	AI/ML Data Engineer	$67K - $110K (Glassdoor est.)	"MORSE is an innovative, employee-owned, tech company located in Kendall Square in Cambridge, MA specializing in solving multi-disciplinary problems faced by the US National Security Ecosystem. Our specially selected team of engineers, software developers and scientists develop algorithms, software integrated prototypes and solutions for Artificial Intelligence, Machine Learning, Manned and Unmanned Aerial Vehicles, Mission Planning, and Situational Awareness.
As a Data Engineer at MORSE, you will work with our multidisciplinary team of scientists, engineers, and software developers on a variety of programs related to machine learning and artificial intelligence. You will be expected to rapidly define, develop, implement, and exercise ETL pipelines for complex systems that use data to help produce actionable insights in operational systems."	3.2	"MORSE Corp
4.8"	Cambridge, MA	1 to 50 Employees	2014	Company - Private	-1	-1	Less than $1 million (USD)	3.8 	5.0 	5.0	4.8
144	Senior Solutions Engineer (Data Scientist / ML Engineer) - West Coast	$67K - $110K (Glassdoor est.)	"COMPANY OVERVIEW:
H2O.ai is the open source leader in AI with a mission to democratize AI for everyone. H2O.ai is transforming the use of AI with its visionary machine learning platform. More than 18,000 companies use open-source H2O for mission-critical use cases. H2O Driverless AI uses ""AI to do AI"" in order to provide an easier, faster and more cost-effective means of implementing data science. For more information and to learn more about how H2O.ai is driving an AI Transformation, visit www.h2o.ai.

ABOUT THE ROLE:
Machine learning is a rapidly growing field and h2o.ai is leading the charge. If you are passionate about applying cutting-edge AI ML algorithms to solve real-world challenges and explain complex machine-learning concepts in simple business terms, then we want to hear from you!"	3.2	"h2o.ai
3.8"	Mountain View, CA	201 to 500 Employees	2011	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Applicable	4.3 	3.6 	3.9	3.4
145	Intern - Data Science (Summer 2021)	$67K - $110K (Glassdoor est.)	"Meet MedPro Group. We’re an industry-leading Berkshire Hathaway insurance company with a passion for our clients and our team. We are hundreds of professionals with varied backgrounds and experience levels who came together to achieve one goal: protecting those who have made it their mission to serve and care for others. Never considered the insurance industry before? We think you should.

We are looking for a Graduate level Student to intern during the Summer 2021.

In this role you will…

Determine which data is helpful for determining the drivers of profit, loss, demand, and other quantities of interest.
Help to design, test, and implement programs.
Participate in gathering, reviewing, analyzing, and evaluating stakeholder needs.
Be expected to function as an extension of the Data Scientists in their experiment design, learning and helping where most needed.
Perform other duties as assigned.

We are looking for candidates with…

Active pursuit of graduate degree in Data Science, Statistics, Computer Science, Mathematics or related degree with at least one year remaining.
Minimum 3.0 GPA.
Microsoft Suite with some programming experience. Preferred technical skills: Python, Java, SAS, R, C++.
Outstanding interpersonal, oral, and written communication skills.
Proven ability to work on a team or operate independently and prioritize job duties.
Authorization to work in the United States without requiring visa sponsorship, both now and in the future.

Why MedPro?

MedPro Group’s mission is built on a century-old legacy of protecting those who protect others. From our roots in our hometown of Fort Wayne, Indiana, we've worked diligently to become the nation's premier healthcare liability coverage provider, currently insuring more than 250,000 customers. With that growth, we've built a significant presence in all 50 states. Our team works across the country to provide the best strategies to mitigate risk and preserve the reputations of those who have entrusted their good name to us. That passion – built on a foundation of a culture that values uncompromised integrity, obsessive client focus, great teamwork, and a long-term mindset – makes MedPro a preferred employer that many call their career home.


MedPro Group is an Equal Opportunity Employer."	3.2	"MedPro Group
3.6"	Fort Wayne, IN	501 to 1000 Employees	1899	Subsidiary or Business Segment	Insurance Carriers	Insurance	$1 to $2 billion (USD)	3.4 	3.6 	3.4	3.8
